,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
99,Silene laciniata,"Common Names: Indian-pink, Mexican Campion, Mexican Catchfly, Mexican-pink","Annual herb, Perennial herb",2.3 ft tall3 ft wide,"['USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","9.8"" - 127.1""","0.14"" - 3.60""",Part Shade,Very Low,Prefers good drainage. Soil PH: 5.4 - 7.5," 24.6"" - 56.4"""," 45.5"" - 80.7""",Tolerates cold to 10° F,"0.03"" - 29.25""","-58"" - 11310""","Deer Resistant, Hummingbird Gardens",Red,Moderately Easy,5384,https://inaturalist-open-data.s3.amazonaws.com/photos/16968/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Silene-laciniata-(Cardinal-Catchfly)?srchcr=sc61b191e9dcb54"
100,Adiantum jordanii,Common Names: California Maidenhair Fern,Fern,1.6 ft tall2 - 3 ft wide,,"6.3"" - 72.8""","0.14"" - 2.33""","Full Shade, Part Shade",Moderate - High,Tolerates sand or clay soils. Soil PH: 5.5 - 8.2," 35.3"" - 57.2"""," 58.8"" - 80.8""",Tolerates cold to 15° F,"0.05"" - 31.82""","-293"" - 4907""",Deer Resistant,,,3869,https://inaturalist-open-data.s3.amazonaws.com/photos/10294/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Adiantum-jordanii-(California-Maiden-Hair-Fern)?srchcr=sc61b191e9dcb54"
101,Polypodium californicum,,Fern,1.5 ft tall3 ft wide,,"6.1"" - 122.0""","0.14"" - 3.60""","Full Shade, Part Shade","Low, Moderate - High,",Tolerates a wide variety of soils as long as adequate moisture is present. Tolerates Serpentine Soil. Soil PH: 5.7 - 7.5," 32.0"" - 57.3"""," 57.9"" - 80.8""",Tolerates cold to 15° F,"0.29"" - 30.51""","-66"" - 7419""","Groundcovers, Deer Resistant",,Moderately Easy,3174,https://inaturalist-open-data.s3.amazonaws.com/photos/11837/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Polypodium-californicum-(California-Polypody)?srchcr=sc61b191ea5b86a"
102,Ribes californicum,Common Names: California Gooseberry,Shrub,3 - 8 ft tall2 - 6 ft wide,,"4.8"" - 83.6""","0.15"" - 2.08""",Part Shade,Low,Tolerates sandy soil. Soil PH: 5.4 - 7.3," 32.2"" - 56.0"""," 51.3"" - 80.4""",Tolerates cold to 15° F,"0.23"" - 34.85""","-3"" - 7465""","Deer Resistant, Bird Gardens, Hummingbird Gardens, Butterfly Gardens, Bee Gardens","Pink,  Purple,  Yellow",Very Easy,1416,https://inaturalist-open-data.s3.amazonaws.com/photos/2112/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Ribes-californicum-(Hillside-Gooseberry)?srchcr=sc61b191ea5b86a"
103,Perityle emoryi,"Common Names: Emory Rockdaisy, Emory's Rocklily",Annual herb,0.07 - 2 ft tall,"['USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","2.0"" - 22.4""","0.15"" - 2.88""",Full Sun,Low,Sandy and rocky," 42.2"" - 63.2"""," 61.3"" - 91.0""",Tolerates cold to 15° F,"1.41"" - 49.17""","-280"" - 5112""",,"White,  Yellow",,2689,https://inaturalist-open-data.s3.amazonaws.com/photos/6057749/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Perityle-emoryi-(Emory\'s-Rockdaisy)?srchcr=sc61b191ea5b86a"
104,Clematis pauciflora,"Common Names: Few-flowered Clematis, Hill Clematis, Ropevine Clematis, Small-leaved Clematis, Virgin's Bower","Vine, Perennial herb",15 ft wide,,"4.0"" - 32.9""","0.15"" - 2.22""","Full Sun,  Part Shade",Very Low,Tolerates a variety of soils including sand and clay. Soil PH: 6.0 - 7.5," 39.5"" - 58.8"""," 63.5"" - 87.5""",Tolerates cold to 10° F,"0.99"" - 38.31""","1"" - 6375""",,"White,  Yellow",Moderately Easy,1039,https://static.inaturalist.org/photos/66946349/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Clematis-pauciflora-(Small-Leaved-Clematis)?srchcr=sc61b191ea5b86a"
105,Lupinus bicolor,"Common Names: Annual Lupine, Bicolored Lupine, Miniature Lupine Due To Its Diminutive Size","Perennial herb, Annual herb",0.26 - 1.3 ft tall1 ft wide,,"3.2"" - 115.2""","0.14"" - 2.96""",Full Sun,Low,Tolerates a variety of soils including very poor soil. Soil PH: 5.8 - 8.2," 29.6"" - 59.4"""," 50.4"" - 88.1""",Tolerates cold to 5° F,"0.01"" - 39.05""","0"" - 8996""","Bird Gardens, Butterfly Gardens, Bee Gardens","Blue,  Lavender,  Purple,  White",,7126,https://inaturalist-open-data.s3.amazonaws.com/photos/17877490/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Lupinus-bicolor-(Miniature-Lupine)?srchcr=sc61b191ea5b86a"
106,Antirrhinum nuttallianum,,"Perennial herb, Annual herb",1 - 3 ft tall1 - 3 ft wide,,"4.6"" - 34.0""","0.14"" - 1.96""",Full Sun,"Extremely Low, Very Low",Typically sandy and/or rocky. Soil PH: 6.0 - 8.0," 38.9"" - 57.1"""," 60.9"" - 85.0""",Tolerates cold to 20° F,"0.47"" - 35.91""","-3424"" - 5711""","Hummingbird Gardens, Bee Gardens","Purple,  White",,1562,https://inaturalist-open-data.s3.amazonaws.com/photos/18999927/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Antirrhinum-nuttallianum-(Nuttall\'s-Snapdragon)?srchcr=sc61b191ea5b86a"
107,Heterotheca grandiflora,Common Names: Telegraphweed,"Perennial herb, Annual herb",2.5 - 3.5 ft tall1.5 ft wide,,"3.2"" - 72.4""","0.15"" - 2.73""",Full Sun,Very Low,Not particular as to soil. Soil PH: 5.1 - 8.2," 39.7"" - 59.2"""," 59.8"" - 88.4""",Tolerates cold to 15° F,"0.47"" - 39.11""","-36"" - 6112""",Bee Gardens,Yellow,,5903,https://inaturalist-open-data.s3.amazonaws.com/photos/185866/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Heterotheca-grandiflora-(Telegraph-Weed)?srchcr=sc61b191ea5b86a"
108,Pellaea mucronata,"Common Names: Bird's Foot Cliffbrake, Bird's-foot Fern, Birdfoot Fern",Fern,3.6 in tall1 ft wide,,"4.6"" - 77.8""","0.14"" - 3.08""",Part Shade,"Extremely Low, Very Low",Prefers well drained rocky or gravelly soil. Soil PH: 5.5 - 7.4," 24.5"" - 58.8"""," 48.0"" - 87.5""",Tolerates cold to -5° F,"0.41"" - 38.31""","-3638"" - 10427""",Deer Resistant,,Moderately Easy,2480,https://inaturalist-open-data.s3.amazonaws.com/photos/12780/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Pellaea-mucronata-(Birdfoot-Cliffbrake)?srchcr=sc61b191ea5b86a"
109,Linanthus californicus,"Botanical Names: Leptodactylon californicum,Leptodactylon californicum ssp. californicum,Leptodactylon californicum ssp. leptotrichomum,Leptodactylon californicum ssp. tomentosum",Shrub,1 - 3.3 ft tall1 ft wide,,"4.8"" - 61.3""","0.15"" - 2.89""","Full Sun, Part Shade",Low,"Typically rocky soil, decomposed granite or sandstone. Soil PH: 5.9 - 8.0"," 19.6"" - 59.1"""," 40.1"" - 87.6""",Tolerates cold to 15° F,"0.47"" - 38.46""","23"" - 12284""",,"Pink,  White,  Lavender",,1461,https://inaturalist-open-data.s3.amazonaws.com/photos/206596/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Linanthus-californicus-(California-Prickly-Phlox)?srchcr=sc61b191ea5b86a"
110,Chaenactis glabriuscula,Common Names: Yellow Pincushion,Annual herb,1.6 ft tall.5 ft wide,,"3.1"" - 75.9""","0.13"" - 2.95""",Full Sun,Very Low,Typically sand or gravel. Soil PH: 5.9 - 8.1," 24.6"" - 58.9"""," 45.5"" - 88.9""",Tolerates cold to 10° F,"0.37"" - 39.24""","-109"" - 11310""",Bee Gardens,Yellow,Moderately Easy,1648,https://inaturalist-open-data.s3.amazonaws.com/photos/13336/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Chaenactis-glabriuscula-(Common-Yellow-Chaenactis)?srchcr=sc61b191ea5b86a"
111,Chaenactis artemisiifolia,Common Names: White Pincushion,Annual herb,1 - 6.6 ft tall,,"3.8"" - 43.0""","0.15"" - 2.95""",Full Sun,Very Low,Adaptable," 37.6"" - 55.7"""," 63.1"" - 86.5""",Tolerates cold to 15° F,"0.99"" - 37.94""","4"" - 6112""",Bird Gardens,"White,  Pink",Moderately Easy,758,https://inaturalist-open-data.s3.amazonaws.com/photos/266545/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Chaenactis-artemisiifolia-(Artemisia-Leaved-Chaenactis)?srchcr=sc61b191ea5b86a"
112,Phacelia distans,"Botanical Names: Phacelia cinereaCommon Names: Distant Phacelia, Distant Scorpion-weed",Annual herb,0.16 - 2.6 ft tall2.6 ft wide,,"2.7"" - 56.9""","0.13"" - 3.21""",Full Sun,Very Low,Tolerates a variety of soils as long as drainage is good. Soil PH: 5.5 - 8.0," 25.4"" - 61.4"""," 50.3"" - 88.8""",Tolerates cold to 5° F,"0.39"" - 42.81""","-34"" - 9047""","Butterfly Gardens, Bee Gardens","Purple,  Lavender",Moderately Easy,5299,https://inaturalist-open-data.s3.amazonaws.com/photos/62472412/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Phacelia-distans-(Wild-Heliotrope)?srchcr=sc61b191ea5b86a"
113,Toxicodendron diversilobum,Common Names: Pacific Poison Oak,"Shrub, Vine",1.6 - 13 ft tall13 ft wide,,"7.0"" - 117.2""","0.15"" - 2.78""","Full Sun,  Part Shade",Low,Adaptable," 34.2"" - 56.5"""," 56.3"" - 80.6""",,"0.03"" - 28.41""","-3"" - 7187""",Bird Gardens,White,,22976,https://inaturalist-open-data.s3.amazonaws.com/photos/4299/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Toxicodendron-diversilobum-(Poisonoak)?srchcr=sc61b191ea5b86a"
114,Scrophularia californica,"Common Names: California Bee Plant, California Bee-plant, California Figwort",Perennial herb,2 - 4 ft tall6 - 12 in wide,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.4"" - 71.8""","0.14"" - 4.20""",Part Shade,Low,Adaptable to garden soils. Soil PH: 5.2 - 8.2," 21.1"" - 56.4"""," 46.0"" - 83.5""",Tolerates cold to 20F° F,"0.01"" - 34.47""","-40"" - 10537""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Red,Very Easy,7108,https://inaturalist-open-data.s3.amazonaws.com/photos/146246342/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Scrophularia-californica-(Bee-Plant)?srchcr=sc61b191ea5b86a"
115,Rubus ursinus,Common Names: California Blackberry,"Shrub, Vine",2 - 6 ft tall6 ft wide,,"6.7"" - 155.0""","0.15"" - 5.92""","Full Sun,  Part Shade,  Full Shade",Moderate - High,Tolerates a variety of soils. Soil PH: 5.0 - 8.0," 32.6"" - 56.6"""," 52.9"" - 81.0""",Tolerates cold to 0° F,"0.01"" - 29.14""","-22"" - 7419""","Groundcovers, Hedges, Bird Gardens",White,Very Easy,16582,https://inaturalist-open-data.s3.amazonaws.com/photos/61171020/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Rubus-ursinus-(Pacific-Blackberry)?srchcr=sc61b191ea5b86a"
116,Artemisia douglasiana,Common Names: California Mugwort,Perennial herb,8 ft tall4 ft wide,"['USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)']","4.0"" - 119.3""","0.13"" - 4.10""","Full Sun,  Part Shade,  Full Shade","Low, Moderate - High",Tolerant of a variety of soils as long as adequate moisture is available. Soil PH: 5.0 - 8.0," 23.0"" - 56.4"""," 45.7"" - 81.7""",Tolerates cold to 0° F,"0.09"" - 33.10""","-253"" - 11501""","Butterfly Gardens, Deer Resistant, Bird Gardens","Cream,  White,  Yellow",Very Easy,7872,https://inaturalist-open-data.s3.amazonaws.com/photos/5232/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Artemisia-douglasiana-(Douglas\'-Sagewort)?srchcr=sc61b191ea5b86a"
117,Solidago velutina,,Perennial herb,0.7 - 3 ft tall,,"4.8"" - 93.7""","0.13"" - 3.85""",,Low,Tolerates a variety of soils. Soil PH: 5.5 - 7.5," 10.8"" - 59.2"""," 34.1"" - 87.5""",Tolerates cold to 0° F,"0.09"" - 38.31""","-1"" - 14090""","Groundcovers, Bee Gardens",Yellow,Very Easy,2715,https://static.inaturalist.org/photos/484723/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Solidago-velutina-(Threenerve-Goldenrod)?srchcr=sc61b191ea5b86a"
118,Salix exigua,"Common Names: Coyote Willow, Desert Willow, Narrowleaf Willow","Tree, Shrub",10 - 23 ft tall,,"2.4"" - 93.0""","0.14"" - 3.39""",Full Sun,Moderate - High,Tolerant of various soils as long as there is abundant moisture available. Soil PH: 5.5 - 8.0," 23.6"" - 61.6"""," 44.8"" - 88.8""",Tolerates cold to -10° F,"0.09"" - 42.81""","-198"" - 10807""","Bogs and Ponds, Bird Gardens, Butterfly Gardens, Bee Gardens","Yellow,  White",,5368,https://inaturalist-open-data.s3.amazonaws.com/photos/440710/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Salix-exigua-(Sandbar-Willow)?srchcr=sc61b191ea5b86a"
119,Distichlis spicata,"Common Names: Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Seashore Saltgrass",Grasses,1.1 - 1.6 ft tall,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","2.2"" - 76.3""","0.14"" - 2.47""",Full Sun,Moderate - High,"Prefers sand or sandstone. Tolerates Saline Soil,Tolerates Sodic Soil. Soil PH: 5.0 - 8.5"," 20.3"" - 61.4"""," 52.6"" - 90.7""",Tolerates cold to 0° F,"0.01"" - 49.06""","-229"" - 8881""","Groundcovers, Butterfly Gardens",Yellow,Moderately Easy,4436,https://inaturalist-open-data.s3.amazonaws.com/photos/54208942/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Distichlis-spicata-(Saltgrass)?srchcr=sc61b191ea5b86a"
120,Melica imperfecta,"Common Names: Little California Melic, Small Flower Melic, Smallflower Melicgrass",Grass,3.2 - 4 ft tall1 ft wide,,"4.8"" - 57.1""","0.14"" - 3.08""","Full Sun,  Part Shade",Very Low,Tolerates a variety of soils. Soil PH: 5.0 - 8.0," 25.3"" - 59.1"""," 49.0"" - 87.7""",Tolerates cold to 0° F,"0.47"" - 38.56""","0"" - 10807""","Deer Resistant, Butterfly Gardens","Yellow,  Brown",Very Easy,666,https://inaturalist-open-data.s3.amazonaws.com/photos/345176/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Melica-imperfecta-(Small-Flowered-Melica)?srchcr=sc61b191ea5b86a"
121,Stipa cernua,Botanical Names: Nassella cernua,Grasses,1.7 - 3.3 ft tall2 ft wide,,"6.0"" - 58.5""","0.14"" - 2.54""","Full Sun,  Part Shade",Very Low,Tolerates a variety of soils. Soil PH: 6.0 - 8.0," 34.6"" - 57.4"""," 61.9"" - 80.5""",Tolerates cold to 15° F,"0.34"" - 28.68""","-21"" - 5934""","Groundcovers, Deer Resistant",Brown,Moderately Easy,53,https://static.inaturalist.org/photos/1538622/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stipa-cernua-(Needle-Grass)?srchcr=sc61b191ea5b86a"
122,Koeleria macrantha,Common Names: Prairie Junegrass,Grasses,0.7 - 2.3 ft tall1 ft wide,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","4.9"" - 113.6""","0.14"" - 4.39""","Full Sun,  Part Shade,  Full Shade",Very Low,Tolerates a variety of soils. Soil PH: 5.0 - 8.0," 17.5"" - 56.7"""," 36.3"" - 84.4""",Tolerates cold to -15° F,"0.12"" - 35.52""","1"" - 14243""","Deer Resistant, Butterfly Gardens","Yellow,  Brown",Very Easy,2746,https://static.inaturalist.org/photos/3021942/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Koeleria-macrantha-(Junegrass)?srchcr=sc61b191ea5b86a"
123,Ranunculus californicus,Common Names: Common Buttercup,Perennial Herb,0.6 - 2.3 ft tall6 in wide,,"6.3"" - 87.4""","0.14"" - 3.00""","Part Shade, Full Sun","Moderate - High, Low",Adaptable. Soil PH: 5 - 8," 27.0"" - 56.0"""," 50.0"" - 84.0""",Tolerates cold to 10° F,"0.07"" - 34.82""","-293"" - 8087""",Bee Gardens,Yellow,Very Easy,5282,https://inaturalist-open-data.s3.amazonaws.com/photos/809331/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Ranunculus-californicus-(California-Buttercup)?srchcr=sc61b191ea5b86a"
124,Ceanothus megacarpus,"Common Names: Big-pod Ceanothus, Bigpod Ceanothus",Shrub,6 - 15 ft tall6 - 15 ft wide,,"5.6"" - 37.0""","0.13"" - 1.83""",Full Sun,Very Low,Tolerates various soils. Soil PH: 6.0 - 8.0," 39.8"" - 56.6"""," 61.7"" - 84.0""",Tolerates cold to 20° F,"0.74"" - 35.15""","1"" - 5719""","Bank Stabilization, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","White,  Lavender",Moderately Easy,846,https://inaturalist-open-data.s3.amazonaws.com/photos/156706/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Ceanothus-megacarpus-(Big-Pod-Ceanothus)?srchcr=sc61b191ea5b86a"
125,Solanum umbelliferum,,Shrub,3.3 ft tall3 ft wide,,"3.1"" - 117.4""","0.14"" - 3.91""","Full Sun,  Part Shade",Very Low,"Tolerates a variety of soils. Tolerates Saline Soil,Tolerates Sodic Soil. Soil PH: 5.5 - 7.5"," 17.9"" - 58.8"""," 38.4"" - 87.6""",Tolerates cold to 0° F,"0.03"" - 43.55""","-247"" - 14460""","Deer Resistant, Bird Gardens","Blue,  Lavender,  Purple,  Yellow",Moderately Easy,2519,https://inaturalist-open-data.s3.amazonaws.com/photos/10297/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Solanum-umbelliferum-(Bluewitch-Nightshade)?srchcr=sc61b191ea5b86a"
126,Agrostis pallens,"Common Names: Seashore Bent Grass, Seashore Bentgrass",Grass,0.33 - 2.3 ft tall,,"8.9"" - 132.2""","0.14"" - 4.41""","Full Sun,  Part Shade,  Full Shade",Low,Tolerates a variety of soils as long as drainage is good. Soil PH: 5.0 - 8.0," 18.1"" - 56.4"""," 39.0"" - 80.8""",Tolerates cold to -10° F,"0.01"" - 27.58""","-23"" - 14119""",Groundcovers,Green,Very Easy,55,https://inaturalist-open-data.s3.amazonaws.com/photos/142733/small.jpg?1544531259,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Agrostis-pallens-(Thingrass)?srchcr=sc61b191ea5b86a"
127,Atriplex lentiformis ssp. breweri,,Shrub,8 ft tall10 ft wide,,"2.6"" - 30.2""","0.15"" - 1.32""",Full Sun,Low,"Tolerates a variety of soils. Tolerates Saline Soil,Tolerates Sodic Soil. Soil PH: 6.0 - 9.0"," 44.6"" - 59.9"""," 63.8"" - 88.7""",Tolerates cold to 0° F,"0.91"" - 40.73""","-43"" - 3051""","Bank Stabilization, Hedges, Bird Gardens",Yellow,Very Easy,2800,https://inaturalist-open-data.s3.amazonaws.com/photos/1109549/small.JPG,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Atriplex-lentiformis-ssp.-breweri-(Quailbush)?srchcr=sc61b191ea5b86a"
128,Camissoniopsis cheiranthifolia,"Botanical Names: Camissonia cheiranthifoliaCommon Names: Beach Evening Primrose, Beach Evening-primrose, Beach Suncup",Perennial herb,2 - 0.3 ft tall.5 - 3 ft wide,,"9.1"" - 56.2""","0.14"" - 1.62""",Full Sun,Very Low,Sandy dunes. Soil PH: 5 - 7," 39.9"" - 56.7"""," 55.4"" - 76.8""",Tolerates cold to 25 - 30° F,"0.04"" - 23.71""","-140"" - 2818""",,"Yellow,  Red",Moderately Easy,4103,https://inaturalist-open-data.s3.amazonaws.com/photos/11555/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Camissoniopsis-cheiranthifolia-(Beach-Primrose)?srchcr=sc61b191ea5b86a"
129,Populus trichocarpa,"Botanical Names: Populus balsamifera ssp. trichocarpa,Populus balsamiferaCommon Names: Balsam Poplar",Tree,30 - 100 ft tall25 - 30 ft wide,,"5.4"" - 117.1""","0.14"" - 3.57""",Full Sun,Moderate - High,Well draining," 17.9"" - 56.5"""," 38.4"" - 79.4""",,"0.23"" - 28.34""","-228"" - 14460""","Bird Gardens, Butterfly Gardens","Green,  Yellow",Very Easy,6405,https://static.inaturalist.org/photos/19455945/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Populus-trichocarpa-(Black-Cottonwood)?srchcr=sc61b191ea5b86a"
130,Juncus mexicanus,,Grasses,0.33 - 2.6 ft tall,,"2.8"" - 110.0""","0.14"" - 3.75""",Part Shade,Moderate - High,Tolerates any soil as long as adequate moisture is present. Soil PH: 5.0 - 8.0," 20.1"" - 60.6"""," 44.6"" - 88.6""",Tolerates cold to 15° F,"0.46"" - 45.66""","2"" - 10996""",,"Green,  Brown",,95,https://inaturalist-open-data.s3.amazonaws.com/photos/369147/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Juncus-mexicanus-(Mexican-Rush)?srchcr=sc61b191ea5b86a"
131,Stachys bullata,"Common Names: California Hedge Nettle, Fivespot, Southern Hedge-nettle, Wood-mint",Perennial herb,1.3 - 2.6 ft tall,,"7.6"" - 78.2""","0.14"" - 2.43""","Shade, Part Shade",Moderate - High,Tolerates a variety of soils as long as adequate water is present. Soil PH: 5.5 - 7.5," 32.6"" - 55.8"""," 57.8"" - 80.2""",Tolerates cold to 15° F,"0.35"" - 26.29""","-192"" - 5871""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Bee Gardens",Lavender,Moderately Easy,3348,https://inaturalist-open-data.s3.amazonaws.com/photos/33390333/small.jpg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Stachys-bullata-(California-Hedgenettle)?srchcr=sc61b191ea5b86a"
132,Schoenoplectus californicus,Botanical Names: Scirpus californicusCommon Names: California Tule,Grasses,6 - 12 ft tall,,"3.4"" - 47.1""","0.17"" - 1.46""",Full Sun,Moderate - High,Tolerates any saturated or inundated soil. Soil PH: 5.0 - 9.0," 41.6"" - 61.6"""," 60.1"" - 88.7""",Tolerates cold to 20° F,"0.28"" - 42.78""","-13"" - 4858""","Bogs and Ponds, Deer Resistant",Brown,,2117,https://inaturalist-open-data.s3.amazonaws.com/photos/20111501/small.jpeg,"https://calscape.org/loc-34.0328,-118.7038 (90263)/Schoenoplectus-californicus-(California-Bulrush)?srchcr=sc61b191ea5b86a"
