,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
149,Antirrhinum nuttallianum,,"Perennial herb, Annual herb",1 - 3 ft tall1 - 3 ft wide,,"4.6"" - 34.0""","0.14"" - 1.96""",Full Sun,"Extremely Low, Very Low",Typically sandy and/or rocky. Soil PH: 6.0 - 8.0," 38.9"" - 57.1"""," 60.9"" - 85.0""",Tolerates cold to 20° F,"0.47"" - 35.91""","-3424"" - 5711""","Hummingbird Gardens, Bee Gardens","Purple,  White",,1562,https://inaturalist-open-data.s3.amazonaws.com/photos/18999927/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Antirrhinum-nuttallianum-(Nuttall\'s-Snapdragon)?srchcr=sc61b19639578e4"
150,Elymus glaucus,Common Names: Blue Wild Rye,Grasses,1 - 5 ft tall1 ft wide,,"5.6"" - 154.0""","0.14"" - 5.80""","Full Sun,  Part Shade",Low,"Tolerates a wide variety of soils. Tolerates Serpentine Soil,Tolerates Sodic Soil. Soil PH: 5.0 - 8.2"," 10.8"" - 57.7"""," 34.1"" - 81.1""",Tolerates cold to -15° F,"0.01"" - 30.21""","-3814"" - 14090""","Deer Resistant, Butterfly Gardens",Yellow,Very Easy,1265,https://inaturalist-open-data.s3.amazonaws.com/photos/11805/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Elymus-glaucus-(Blue-Wildrye)?srchcr=sc61b19639578e4"
151,Heterotheca grandiflora,Common Names: Telegraphweed,"Perennial herb, Annual herb",2.5 - 3.5 ft tall1.5 ft wide,,"3.2"" - 72.4""","0.15"" - 2.73""",Full Sun,Very Low,Not particular as to soil. Soil PH: 5.1 - 8.2," 39.7"" - 59.2"""," 59.8"" - 88.4""",Tolerates cold to 15° F,"0.47"" - 39.11""","-36"" - 6112""",Bee Gardens,Yellow,,5903,https://inaturalist-open-data.s3.amazonaws.com/photos/185866/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Heterotheca-grandiflora-(Telegraph-Weed)?srchcr=sc61b19639578e4"
152,Cylindropuntia californica var. parkeri,Botanical Names: Opuntia parryiCommon Names: Brownspined Pricklypear,"Shrub, Succulent",5 - 10 ft tall5 - 10 ft wide,,"5.7"" - 30.9""","0.19"" - 2.95""",Full Sun,"Extremely Low, Very Low",Sandy or decomposed granite," 34.3"" - 56.2"""," 63.2"" - 85.0""",,"1.82"" - 36.17""","40"" - 6303""","Hedges, Deer Resistant, Bird Gardens","Yellow,  Orange,  Green",,2086,https://inaturalist-open-data.s3.amazonaws.com/photos/18998656/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cylindropuntia-californica-var.-parkeri-(Cane-Cholla)?srchcr=sc61b19639578e4"
153,Lupinus sparsiflorus,Common Names: Mojave Lupine,Annual Herb,0.7 - 1.3 ft tall1 ft wide,,"2.7"" - 39.4""","0.14"" - 2.93""",Full Sun,Low,Typically sandy or decomposed granite. Soil PH: 6.0 - 8.2," 35.2"" - 60.6"""," 62.4"" - 89.6""",Tolerates cold to 15° F,"1.35"" - 40.40""","-193"" - 6768""","Bird Gardens, Bee Gardens","Blue,  Purple",,1602,https://inaturalist-open-data.s3.amazonaws.com/photos/1674822/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lupinus-sparsiflorus-(Coulter\'s-Lupine)?srchcr=sc61b19639578e4"
154,Pellaea mucronata,"Common Names: Bird's Foot Cliffbrake, Bird's-foot Fern, Birdfoot Fern",Fern,3.6 in tall1 ft wide,,"4.6"" - 77.8""","0.14"" - 3.08""",Part Shade,"Extremely Low, Very Low",Prefers well drained rocky or gravelly soil. Soil PH: 5.5 - 7.4," 24.5"" - 58.8"""," 48.0"" - 87.5""",Tolerates cold to -5° F,"0.41"" - 38.31""","-3638"" - 10427""",Deer Resistant,,Moderately Easy,2480,https://inaturalist-open-data.s3.amazonaws.com/photos/12780/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pellaea-mucronata-(Birdfoot-Cliffbrake)?srchcr=sc61b19639578e4"
155,Linanthus californicus,"Botanical Names: Leptodactylon californicum,Leptodactylon californicum ssp. californicum,Leptodactylon californicum ssp. leptotrichomum,Leptodactylon californicum ssp. tomentosum",Shrub,1 - 3.3 ft tall1 ft wide,,"4.8"" - 61.3""","0.15"" - 2.89""","Full Sun, Part Shade",Low,"Typically rocky soil, decomposed granite or sandstone. Soil PH: 5.9 - 8.0"," 19.6"" - 59.1"""," 40.1"" - 87.6""",Tolerates cold to 15° F,"0.47"" - 38.46""","23"" - 12284""",,"Pink,  White,  Lavender",,1461,https://inaturalist-open-data.s3.amazonaws.com/photos/206596/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Linanthus-californicus-(California-Prickly-Phlox)?srchcr=sc61b19639578e4"
156,Chaenactis glabriuscula,Common Names: Yellow Pincushion,Annual herb,1.6 ft tall.5 ft wide,,"3.1"" - 75.9""","0.13"" - 2.95""",Full Sun,Very Low,Typically sand or gravel. Soil PH: 5.9 - 8.1," 24.6"" - 58.9"""," 45.5"" - 88.9""",Tolerates cold to 10° F,"0.37"" - 39.24""","-109"" - 11310""",Bee Gardens,Yellow,Moderately Easy,1648,https://inaturalist-open-data.s3.amazonaws.com/photos/13336/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Chaenactis-glabriuscula-(Common-Yellow-Chaenactis)?srchcr=sc61b19639578e4"
157,Chaenactis artemisiifolia,Common Names: White Pincushion,Annual herb,1 - 6.6 ft tall,,"3.8"" - 43.0""","0.15"" - 2.95""",Full Sun,Very Low,Adaptable," 37.6"" - 55.7"""," 63.1"" - 86.5""",Tolerates cold to 15° F,"0.99"" - 37.94""","4"" - 6112""",Bird Gardens,"White,  Pink",Moderately Easy,758,https://inaturalist-open-data.s3.amazonaws.com/photos/266545/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Chaenactis-artemisiifolia-(Artemisia-Leaved-Chaenactis)?srchcr=sc61b19639578e4"
158,Phacelia distans,"Botanical Names: Phacelia cinereaCommon Names: Distant Phacelia, Distant Scorpion-weed",Annual herb,0.16 - 2.6 ft tall2.6 ft wide,,"2.7"" - 56.9""","0.13"" - 3.21""",Full Sun,Very Low,Tolerates a variety of soils as long as drainage is good. Soil PH: 5.5 - 8.0," 25.4"" - 61.4"""," 50.3"" - 88.8""",Tolerates cold to 5° F,"0.39"" - 42.81""","-34"" - 9047""","Butterfly Gardens, Bee Gardens","Purple,  Lavender",Moderately Easy,5299,https://inaturalist-open-data.s3.amazonaws.com/photos/62472412/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Phacelia-distans-(Wild-Heliotrope)?srchcr=sc61b19639578e4"
159,Opuntia littoralis,"Common Names: Coastal Prickly Pear, Coastal Pricklypear, Western Prickly Pear","Shrub, Succulent",3.3 ft tall,,"7.9"" - 37.4""","0.14"" - 2.20""",Full Sun,Very Low,Prefers sand or sandstone," 34.2"" - 57.5"""," 59.7"" - 80.4""",,"0.88"" - 29.42""","-293"" - 6476""","Hedges, Deer Resistant, Bird Gardens","Yellow,  Purple,  Red",Very Easy,4730,https://static.inaturalist.org/photos/20096322/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Opuntia-littoralis-(Coast-Prickly-Pear)?srchcr=sc61b19639578e4"
160,Lupinus concinnus,"Common Names: Bajada Lupine, Scarlet Lupine",Annual Herb,0.33 - 1 ft tall,,"3.2"" - 59.1""","0.14"" - 3.08""",Full Sun,Low,"Typically found in open, sandy or gravelly areas"," 28.0"" - 59.7"""," 49.8"" - 88.1""",,"0.66"" - 40.77""","4"" - 11501""","Bird Gardens, Bee Gardens",Purple,Moderately Easy,1406,https://inaturalist-open-data.s3.amazonaws.com/photos/7634504/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lupinus-concinnus-(Elegant-Lupine)?srchcr=sc61b19639578e4"
161,Toxicodendron diversilobum,Common Names: Pacific Poison Oak,"Shrub, Vine",1.6 - 13 ft tall13 ft wide,,"7.0"" - 117.2""","0.15"" - 2.78""","Full Sun,  Part Shade",Low,Adaptable," 34.2"" - 56.5"""," 56.3"" - 80.6""",,"0.03"" - 28.41""","-3"" - 7187""",Bird Gardens,White,,22976,https://inaturalist-open-data.s3.amazonaws.com/photos/4299/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Toxicodendron-diversilobum-(Poisonoak)?srchcr=sc61b19639578e4"
162,Scrophularia californica,"Common Names: California Bee Plant, California Bee-plant, California Figwort",Perennial herb,2 - 4 ft tall6 - 12 in wide,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.4"" - 71.8""","0.14"" - 4.20""",Part Shade,Low,Adaptable to garden soils. Soil PH: 5.2 - 8.2," 21.1"" - 56.4"""," 46.0"" - 83.5""",Tolerates cold to 20F° F,"0.01"" - 34.47""","-40"" - 10537""","Deer Resistant, Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Red,Very Easy,7108,https://inaturalist-open-data.s3.amazonaws.com/photos/146246342/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Scrophularia-californica-(Bee-Plant)?srchcr=sc61b19639578e4"
163,Sambucus nigra,,"Shrub, Tree",13.1 - 30 ft tall10 - 20 ft wide,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","4.7"" - 153.6""","0.14"" - 5.67""",,Low,Tolerates most soils. Soil PH: 5.0 - 8.0," 24.3"" - 57.2"""," 47.0"" - 80.6""",Tolerates cold to 0° F,"0.01"" - 31.90""","-221"" - 10255""","Hedges, Deer Resistant, Bird Gardens, Bee Gardens","Cream,  White,  Purple,  Black",Very Easy,22182,https://inaturalist-open-data.s3.amazonaws.com/photos/81564732/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sambucus-nigra-(Black-Elderberry)?srchcr=sc61b19639578e4"
164,Rubus ursinus,Common Names: California Blackberry,"Shrub, Vine",2 - 6 ft tall6 ft wide,,"6.7"" - 155.0""","0.15"" - 5.92""","Full Sun,  Part Shade,  Full Shade",Moderate - High,Tolerates a variety of soils. Soil PH: 5.0 - 8.0," 32.6"" - 56.6"""," 52.9"" - 81.0""",Tolerates cold to 0° F,"0.01"" - 29.14""","-22"" - 7419""","Groundcovers, Hedges, Bird Gardens",White,Very Easy,16582,https://inaturalist-open-data.s3.amazonaws.com/photos/61171020/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Rubus-ursinus-(Pacific-Blackberry)?srchcr=sc61b19639578e4"
165,Artemisia douglasiana,Common Names: California Mugwort,Perennial herb,8 ft tall4 ft wide,"['USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)']","4.0"" - 119.3""","0.13"" - 4.10""","Full Sun,  Part Shade,  Full Shade","Low, Moderate - High",Tolerant of a variety of soils as long as adequate moisture is available. Soil PH: 5.0 - 8.0," 23.0"" - 56.4"""," 45.7"" - 81.7""",Tolerates cold to 0° F,"0.09"" - 33.10""","-253"" - 11501""","Butterfly Gardens, Deer Resistant, Bird Gardens","Cream,  White,  Yellow",Very Easy,7872,https://inaturalist-open-data.s3.amazonaws.com/photos/5232/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Artemisia-douglasiana-(Douglas\'-Sagewort)?srchcr=sc61b19639578e4"
166,Elymus triticoides,Common Names: Beardless Wild Rye,Grasses,2.1 - 4.3 ft tall,,"5.8"" - 64.4""","0.14"" - 3.37""",Part Shade,Moderate - High,Tolerates most soils. Tolerates Sodic Soil. Soil PH: 6.0 - 9.0," 23.8"" - 56.5"""," 46.4"" - 80.9""",Tolerates cold to 0° F,"0.49"" - 31.51""","3"" - 10173""","Butterfly Gardens, Groundcovers",Green,Very Easy,564,https://inaturalist-open-data.s3.amazonaws.com/photos/11813/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Elymus-triticoides-(Creeping-Wild-Rye)?srchcr=sc61b19639578e4"
167,Equisetum hyemale,,Fern,3 ft tall,,"2.8"" - 89.1""","0.14"" - 2.84""","Shade, Part Shade",Moderate - High,Tolerates a variety of soils. Soil PH: 4.0 - 7.5," 24.3"" - 61.3"""," 46.5"" - 88.7""",Tolerates cold to 0° F,"0.09"" - 42.78""","-7"" - 9369""","Bogs and Ponds, Groundcovers, Deer Resistant, Bird Gardens",,,15709,https://inaturalist-open-data.s3.amazonaws.com/photos/51993924/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Equisetum-hyemale-(Scouringrush-Horsetail)?srchcr=sc61b19639578e4"
168,Solidago velutina,,Perennial herb,0.7 - 3 ft tall,,"4.8"" - 93.7""","0.13"" - 3.85""",,Low,Tolerates a variety of soils. Soil PH: 5.5 - 7.5," 10.8"" - 59.2"""," 34.1"" - 87.5""",Tolerates cold to 0° F,"0.09"" - 38.31""","-1"" - 14090""","Groundcovers, Bee Gardens",Yellow,Very Easy,2715,https://static.inaturalist.org/photos/484723/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Solidago-velutina-(Threenerve-Goldenrod)?srchcr=sc61b19639578e4"
169,Salix exigua,"Common Names: Coyote Willow, Desert Willow, Narrowleaf Willow","Tree, Shrub",10 - 23 ft tall,,"2.4"" - 93.0""","0.14"" - 3.39""",Full Sun,Moderate - High,Tolerant of various soils as long as there is abundant moisture available. Soil PH: 5.5 - 8.0," 23.6"" - 61.6"""," 44.8"" - 88.8""",Tolerates cold to -10° F,"0.09"" - 42.81""","-198"" - 10807""","Bogs and Ponds, Bird Gardens, Butterfly Gardens, Bee Gardens","Yellow,  White",,5368,https://inaturalist-open-data.s3.amazonaws.com/photos/440710/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Salix-exigua-(Sandbar-Willow)?srchcr=sc61b19639578e4"
170,Distichlis spicata,"Common Names: Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Seashore Saltgrass",Grasses,1.1 - 1.6 ft tall,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","2.2"" - 76.3""","0.14"" - 2.47""",Full Sun,Moderate - High,"Prefers sand or sandstone. Tolerates Saline Soil,Tolerates Sodic Soil. Soil PH: 5.0 - 8.5"," 20.3"" - 61.4"""," 52.6"" - 90.7""",Tolerates cold to 0° F,"0.01"" - 49.06""","-229"" - 8881""","Groundcovers, Butterfly Gardens",Yellow,Moderately Easy,4437,https://inaturalist-open-data.s3.amazonaws.com/photos/54208942/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Distichlis-spicata-(Saltgrass)?srchcr=sc61b19639578e4"
171,Melica imperfecta,"Common Names: Little California Melic, Small Flower Melic, Smallflower Melicgrass",Grass,3.2 - 4 ft tall1 ft wide,,"4.8"" - 57.1""","0.14"" - 3.08""","Full Sun,  Part Shade",Very Low,Tolerates a variety of soils. Soil PH: 5.0 - 8.0," 25.3"" - 59.1"""," 49.0"" - 87.7""",Tolerates cold to 0° F,"0.47"" - 38.56""","0"" - 10807""","Deer Resistant, Butterfly Gardens","Yellow,  Brown",Very Easy,666,https://inaturalist-open-data.s3.amazonaws.com/photos/345176/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Melica-imperfecta-(Small-Flowered-Melica)?srchcr=sc61b19639578e4"
172,Stipa cernua,Botanical Names: Nassella cernua,Grasses,1.7 - 3.3 ft tall2 ft wide,,"6.0"" - 58.5""","0.14"" - 2.54""","Full Sun,  Part Shade",Very Low,Tolerates a variety of soils. Soil PH: 6.0 - 8.0," 34.6"" - 57.4"""," 61.9"" - 80.5""",Tolerates cold to 15° F,"0.34"" - 28.68""","-21"" - 5934""","Groundcovers, Deer Resistant",Brown,Moderately Easy,53,https://static.inaturalist.org/photos/1538622/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Stipa-cernua-(Needle-Grass)?srchcr=sc61b19639578e4"
173,Koeleria macrantha,Common Names: Prairie Junegrass,Grasses,0.7 - 2.3 ft tall1 ft wide,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)']","4.9"" - 113.6""","0.14"" - 4.39""","Full Sun,  Part Shade,  Full Shade",Very Low,Tolerates a variety of soils. Soil PH: 5.0 - 8.0," 17.5"" - 56.7"""," 36.3"" - 84.4""",Tolerates cold to -15° F,"0.12"" - 35.52""","1"" - 14243""","Deer Resistant, Butterfly Gardens","Yellow,  Brown",Very Easy,2746,https://static.inaturalist.org/photos/3021942/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Koeleria-macrantha-(Junegrass)?srchcr=sc61b19639578e4"
174,Ranunculus californicus,Common Names: Common Buttercup,Perennial Herb,0.6 - 2.3 ft tall6 in wide,,"6.3"" - 87.4""","0.14"" - 3.00""","Part Shade, Full Sun","Moderate - High, Low",Adaptable. Soil PH: 5 - 8," 27.0"" - 56.0"""," 50.0"" - 84.0""",Tolerates cold to 10° F,"0.07"" - 34.82""","-293"" - 8087""",Bee Gardens,Yellow,Very Easy,5282,https://inaturalist-open-data.s3.amazonaws.com/photos/809331/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ranunculus-californicus-(California-Buttercup)?srchcr=sc61b19639578e4"
175,Atriplex canescens,Common Names: Fourwing Saltbush,Shrub,1 - 10 ft tall3 - 7 ft wide,,"1.9"" - 35.5""","0.17"" - 3.32""",Full Sun,Low,"Tolerates a wide variety of soil types, including salt, sand and clay and very alkaline soils.. Tolerates Saline Soil. Soil PH: 7 - 8"," 25.6"" - 63.3"""," 55.7"" - 89.6""",Tolerates cold to 0 - 10° F,"0.74"" - 47.01""","-234"" - 7983""","Hedges, Butterfly Gardens, Bird Gardens","Yellow,  Green",Moderately Easy,6445,https://inaturalist-open-data.s3.amazonaws.com/photos/11387700/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Atriplex-canescens-(Shadscale)?srchcr=sc61b19639578e4"
176,Ceanothus megacarpus,"Common Names: Big-pod Ceanothus, Bigpod Ceanothus",Shrub,6 - 15 ft tall6 - 15 ft wide,,"5.6"" - 37.0""","0.13"" - 1.83""",Full Sun,Very Low,Tolerates various soils. Soil PH: 6.0 - 8.0," 39.8"" - 56.6"""," 61.7"" - 84.0""",Tolerates cold to 20° F,"0.74"" - 35.15""","1"" - 5719""","Bank Stabilization, Hedges, Deer Resistant, Bird Gardens, Butterfly Gardens, Bee Gardens","White,  Lavender",Moderately Easy,846,https://inaturalist-open-data.s3.amazonaws.com/photos/156706/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Ceanothus-megacarpus-(Big-Pod-Ceanothus)?srchcr=sc61b19639578e4"
177,Fraxinus latifolia,,Tree,35 - 82 ft tall30 ft wide,,"6.1"" - 117.4""","0.15"" - 4.04""","Full Sun,  Part Shade","Low, Moderate - High","Typically found in poorly drained, moist bottom land with deep soil rich in humus"," 28.9"" - 56.0"""," 49.9"" - 84.1""",,"0.01"" - 35.01""","6"" - 9372""",Bird Gardens,Green,Very Easy,3007,https://inaturalist-open-data.s3.amazonaws.com/photos/475505/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Fraxinus-latifolia-(Oregon-Ash)?srchcr=sc61b19639578e4"
178,Solanum umbelliferum,,Shrub,3.3 ft tall3 ft wide,,"3.1"" - 117.4""","0.14"" - 3.91""","Full Sun,  Part Shade",Very Low,"Tolerates a variety of soils. Tolerates Saline Soil,Tolerates Sodic Soil. Soil PH: 5.5 - 7.5"," 17.9"" - 58.8"""," 38.4"" - 87.6""",Tolerates cold to 0° F,"0.03"" - 43.55""","-247"" - 14460""","Deer Resistant, Bird Gardens","Blue,  Lavender,  Purple,  Yellow",Moderately Easy,2519,https://inaturalist-open-data.s3.amazonaws.com/photos/10297/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Solanum-umbelliferum-(Bluewitch-Nightshade)?srchcr=sc61b19639578e4"
179,Agrostis pallens,"Common Names: Seashore Bent Grass, Seashore Bentgrass",Grass,0.33 - 2.3 ft tall,,"8.9"" - 132.2""","0.14"" - 4.41""","Full Sun,  Part Shade,  Full Shade",Low,Tolerates a variety of soils as long as drainage is good. Soil PH: 5.0 - 8.0," 18.1"" - 56.4"""," 39.0"" - 80.8""",Tolerates cold to -10° F,"0.01"" - 27.58""","-23"" - 14119""",Groundcovers,Green,Very Easy,55,https://inaturalist-open-data.s3.amazonaws.com/photos/142733/small.jpg?1544531259,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Agrostis-pallens-(Thingrass)?srchcr=sc61b19639578e4"
180,Artemisia dracunculus,"Common Names: Dragon Herb, False Tarragon, Green Sagewort, Silky Wormwood",Perennial herb,3.9 - 5 ft tall5 ft wide,"['USDA Zone 3a:  to -39.9 °C (-40 °F)', 'USDA Zone 3b: to -37.2 °C (-35 °F)', 'USDA Zone 4a: to -34.4 °C (-30 °F)', 'USDA Zone 4b: to -31.6 °C (-25 °F)', 'USDA Zone 5a: to -28.8 °C (-20 °F)', 'USDA Zone 5b: to -26.1 °C (-15 °F)', 'USDA Zone 6a: to -23.3 °C (-10 °F)', 'USDA Zone 6b: to -20.5 °C (-5 °F)', 'USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)']","5.2"" - 67.6""","0.13"" - 4.46""",Full Sun,Low,Tolerates a variety of soils. Soil PH: 6.0 - 8.0," 21.2"" - 56.5"""," 40.3"" - 81.0""",Tolerates cold to -15° F,"0.23"" - 32.57""","7"" - 12481""","Deer Resistant, Bird Gardens","Cream,  White,  Yellow",Moderately Easy,2784,https://inaturalist-open-data.s3.amazonaws.com/photos/84568291/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Artemisia-dracunculus-(Wild-Tarragon)?srchcr=sc61b19639578e4"
